Company Name,Fortune 100/500 rank,Industry,Quote/Statement(s),Source Title,Source URL,Date Published,Source Type,Search Prompt Used,Relevant to Internal AI Workflow Use/Aug?,Relevant to Automation Impact?,Primary Relevance,Credible Commitment,Include in Final Dataset,Notes/Any relevant thoughts/analysis,Stopwords,Characterizing Words,,,Coder initials
CVS Health,5,Health Care / Pharmacy / Insurance,"""Our approach is grounded in a simple belief: AI should support human judgment, not replace it. We focus on practical learning that helps colleagues understand where AI fits into their day-to-day work, what it can help with, and where human expertise still matters most."" / ""When our colleagues feel confident using AI to enhance their work, we can operate more effectively and innovate with purpose.""",Preparing our colleagues for the future of work,https://www.cvshealth.com/news/innovation/preparing-our-colleagues-for-the-future-of-work.html,"March 10, 2026",Corporate press release,1,Yes,No,Augmentation/internal workflow use,Medium,Yes,"One of the strongest augmenter signals found — explicit ""AI supports human judgment, not replace it"" framing, 12,000+ colleagues in hands-on AI learning, zero labor-demand language. Upskilling caveat from framework applies but no redeployment or attrition signals present to trigger it. Code: Augmenter",,,,,
Exxon Mobile,4,Energy / Oil & Gas,"Engineers and technology experts at ExxonMobil are applying the latest in assistance software, including artificial intelligence, to improve manufacturing efficiencies at the company’s chemical and refining plants. Similar to a driver turning on their GPS to navigate traffic or a homeowner using a smart thermostat to keep their home at the perfect temperature, plant operators at ExxonMobil’s Baton Rouge and Baytown refineries are piloting new, intelligent tools able to recommend more ideal operating conditions or isolate an improvement needed in their complex decision making. These advancements could decrease energy use and reduce greenhouse gas emissions.",Smart technologies for a smart refinery,https://corporate.exxonmobil.com/who-we-are/technology-and-collaborations/smart-technologies-intelligent-operations,"May 7th, 2021",Corporate press release,2,Yes,Yes,Automating tasks,High,No,More about how user products are going to be integrating AI and less about how engineers are integrating into workflow. ,,,,,
Exxon Mobile,4,Energy / Oil & Gas,"""AI is allowing us to build new toolboxes and ways of working."" / ""AI gathers data from billions of sensors across the world at once, seeing patterns and helping to make sense of everything. That's coupled with deep industry understanding and domain knowledge."" / ""We're entering new ground. AI is transforming the way we work and think. It's converting complexity into clarity."" — Jayanth Mondi, Data Science Advisor, ExxonMobil India",How ExxonMobil is using AI as a catalyst for innovation,https://corporate.exxonmobil.com/locations/india/newsroom/2026/how-exxonmobil-is-using-ai-as-a-catalyst-for-innovation,"April 14, 2026",Corporate press release,1,Yes,No,Augmentation/internal workflow use,Medium,Yes,"Strong augmenter framing — AI as ""toolbox,"" paired with human domain knowledge, no labor-demand signals. Source is India-specific; if dataset focuses on U.S. operations, flag accordingly. Named source is a data science advisor, not a C-suite executive. Code: Augmenter",,,,,
United Health,7,Health Care / Insurance,"""AI, when used safely and responsibly, can be a force for good and can enable us to think about our work in a different, more impactful way."" — Chief Medical Officer / ""We are integrating AI into our organization with pragmatism, enthusiasm, and above all, responsibility. With over 1,000 active use cases, we're committed to identifying ways AI can help us solve the health care consumer's most frustrating pain points, while creating efficiencies that enable clinicians to practice at the top of their license."" — Chief Digital & Technology Officer","Making Health Care Work Smarter, For Everyone",https://www.unitedhealthgroup.com/uhg/what-we-do/artificial-intelligence.html,,Corporate press release,1,Yes,Yes,Augmentation/internal workflow use,Medium,Yes,"Augmentation language is strong (clinicians practicing at top of license, AI Review Board, human control emphasized) but ""Quick answers"" chatbot explicitly reduces call center demand — a real labor-demand signal. ""Creating efficiencies"" paired with clinical upskilling is a hybrid tell. ""Practice at the top of their license"" is a flag phrase from your framework — soft language for task displacement. No explicit headcount language, but labor logic is present. Code: Hybrid",,,,,
United Health,7,Health Care / Pharmacy / Insurance,"""At our core, we're a data company. There's a lot of data, and many ways we can use technology. We're focusing on the most impactful areas to start, especially with the consumer."" — Craig Kurtzweil, Chief Data and Analytics Officer","At our core, we're a data company': UnitedHealth leans on AI to drive growth",https://www.beckerspayer.com/payer/at-our-core-were-a-data-company-unitedhealth-leans-on-ai-to-drive-growth/,"November 13, 2025",Journalism,1,No,Yes,Unclear,Medium,No,Strategy-level statement without explicit workforce impact language. Source is so light on specifics that I’m not sure it’s valuable to include in the final set.,"- launched, solution, member, process","- governance, administrative, clinical, efficiency",,,LC
United Health,7,Health Care / Pharmacy / Insurance,"""Since the advent of generative AI, we've really doubled down on training, on investments, on driving meaningful use cases."" -- Sandeep Dadlani, Chief Executive of Optum Insight. Additionally: 65 million customer calls were initially answered by an AI chatbot in 2024; 90% of claims are auto-adjudicated.",UnitedHealth Group is making a $3 billion bet on AI. What does it mean for patients?,https://www.statnews.com/2026/04/06/unitedhealth-group-massive-artificial-intelligence-push-patient-implications/,"April 6, 2026",Journalism,2,Yes,No,General corporate strategy,High,Yes,90% auto-adjudication and 65M AI-handled calls reveal automation logic despite augmentation rhetoric elsewhere. It’s also nice to have such a recent source.,"- sweeping, embed, streamline, notoriously  ","- audited, automation, billing, agents",,,LC
Johnson & Johnson,48,Health Care / Pharmacy / Insurance,"""Across J&J, we've seen more than 30,000 completions of courses in our 'digital boot camp' training, and 47,000 employees have taken a Generative AI course required [of] anyone looking to use these tools."" -- Jim Swanson, CIO","Gen AI Present and Future: A Conversation with Jim Swanson, CIO at Johnson & Johnson",https://greylock.com/greymatter/gen-ai-present-and-future-a-conversation-with-jim-swanson-cio-at-johnson-johnson/,"March 13, 2025",Greylock blog interview,1,Yes,Yes,General corporate strategy,High,Yes,"Strong reskilling signal. Mandatory training for all AI tool users = workforce investment. Per codebook, upskilling alone doesn't prove augmentation... but combined with zero labor-reduction language elsewhere, supports augmenter classification.","- deploying, embedding, capabilities, enabling","- acumen, enrollment, surveillance, observability",,,LC
Johnson & Johnson,48,Health Care / Pharmacy / Insurance,"""Johnson & Johnson narrowed its AI strategy after finding that 10–15% of use cases drive 80% of value. CIO Jim Swanson: ""We're prioritizing, we're scaling, we're looking at the things that make the most sense."" Employees undergo mandatory ""digital boot camp"" training including a generative AI course.""",Johnson & Johnson Reveals its Revised AI Strategy,https://www.deeplearning.ai/the-batch/johnson-johnson-reveals-its-revised-ai-strategy/,"May 7, 2025",AI newsletter,2,Yes,Yes,Automating tasks,Medium,Yes,"Useful for establishing strategic focus and selectivity of AI deployment. Prioritization of high value use cases suggests deliberate, fairly non-disruptive rollout. Supports augmenter framing as there’s no language about reducing workforce or eliminating roles.","- revised, broad, criteria, implemented","- copilot, enrollment, mitigate, scalable",,,LC
Elevance Health,20,Health Care / Pharmacy / Insurance,"""By expanding access to AI-focused training alongside broader learning opportunities, we are preparing our people to grow their careers while ensuring we continue to build the skills needed to lead in a dynamic business environment and deliver an enhanced healthcare experience for the people we are privileged to serve."" -- Ryan Craig, EVP of Human Relations",Elevance Health offering AI certification to employees,https://www.healthcarefinancenews.com/news/elevance-health-offering-ai-certification-employees,"September 22, 2025",Journalism,1,Yes,No,Augmentation/internal workflow use,High,Yes,"Most explicitly employee-centric statement in the sample, but it’s relatively low credibility given it’s from the EVP of Human Relations.","- expanding, incorporating, kick-starting, spur","- certification, reskill, dynamic, leverage",,,LC
Elevance Health,20,Health Care / Pharmacy / Insurance,"""AI-powered workplace tools will help to improve the experience and productivity of Elevance Health associates, giving them more time to spend with consumers... More than 60,000 associates already use AI productivity tools to reduce repetitive tasks, uncover trends, and identify opportunities for quality improvement.""",A Conversation About AI Solutions in Healthcare | Elevance Health,https://www.elevancehealth.com/our-approach-to-health/digitally-enabled-healthcare/ai-solutions-in-healthcare,"October 16, 2025",Corporate press release,1,No,No,Augmentation/internal workflow use,Low,No,"Piece frames AI as reducing repetitive tasks, not headcount. Time savings redirected to consumer interaction = augmentation logic. 60,000 users is a solid adoption metric.","- responsible, committed, enhance, solutions","- literacy, affordability, bias, personalized",,,LC
FedEx,49,"Mail, Package, and Freight Delivery","“Employees will learn the skills they need to apply AI responsibly within their function. FedEx leaders will be equipped with the knowledge of how to embed AI into their own work, their teams’ work, and cross-functional processes to drive transformational change.”",FedEx Empowers Global Workforce with AI Education and Literacy Program,https://newsroom.fedex.com/newsroom/global-english/fedex-empowers-global-workforce-with-ai-education-and-literacy-program,"December 2, 2025",Corporate press release,1,Yes,No,Augmentation/internal workflow use,High,Yes,"very strong employee-centric augmentation framing focused on AI literacy, workflow integration, and internal training. AI is positioned as a tool employees and managers will embed into their work rather than as a replacement for labor, there is no direct implication of reduced headcount or labor demand, though “transformational change” suggests broader operational restructuring","enterprise
program
company
business
team
members
training","literacy
fluency
skilling
certifications
pathways
adoption
capabilities
leaders
headcount automation",,,JK
FedEx,49,"Mail, Package, and Freight Delivery","""now looking to drive AI agents further into operations, including network planning and business processes. By 2028, FedEx expects to have AI integrated into more than half of its core operational workflows, part of what Chief Digital and Information Officer Vishal Talwar sees as a global shift toward artificial intelligence.' 

""However, FedEx doesn’t plan for those agents to replace its workers, Talwar said.""",FedEx Is Planning an AI Agent Workforce,https://www.wsj.com/cio-journal/fedex-is-planning-an-ai-agent-workforce-f5b09f36,"March 13, 2026",Editorial / executive interview,2,Yes,Yes,Augmentation/internal workflow use,High,Yes,"Strong example of tension between augmentation rhetoric and automation-oriented labor logic, discusses AI agents being integrated into more than half of FedEx’s operational workflows and frames them as “digital employees,” which suggests increasing workflow automation and potential labor substitution. also emphasizes employee training, human-AI collaboration, and explicitly states the agents are not intended to replace workers","company
technology
enterprise
data
platform
workflows","accountability
compliance
customs
hierarchy
automation
planning
training
guardrails
consolidation",,,JK
FedEx,49,"Mail, Package, and Freight Delivery","“The logistics giant is in the midst of a widespread AI literacy initiative that it says will make employees more knowledgeable, efficient and promotion-ready.”
“everybody is dealing with technology… each one of those areas can be amplified further with AI.”
“Frontline workers are beginning to seek corporate roles to advance their careers at a higher rate.”","FedEx has started delivering ‘promotion-ready’ AI training to over 400,000 workers",https://www.cnbc.com/2026/03/21/fedex-jobs-ai-training.html,"March 21, 2026",Journalism / executive interview,2,Yes,No,Augmentation/internal workflow use,Medium,Yes,"AI is presented as a tool to amplify employees’ work and help workers become more efficient and promotion-ready rather than as a replacement for labor, AI adoption across frontline and corporate roles while keeping humans central to operational workflows.","employees
company
program
training
technology
organization
initiative","literacy
promotion-ready
learnvantage
hackathons
communities
adoption
automation
labor",,,JK
Salesforce,120,Computer Software,"""With AI agent adoption expected to jump 327% over the next two years, leading to a productivity gain of 30%, HR leaders are reimagining the way organizations structure and skill their workforce.""",HR Leaders to Redeploy a Quarter of Their Workforce as Agentic AI Adoption Expected to Grow 327% by 2027,https://www.salesforce.com/news/stories/agentic-ai-impact-on-workforce-research/,"May 5, 2025",Company blog / newsroom article,2,Yes,Yes,Augmentation/internal workflow use,High,Yes,"UNSURE IF AUTOMATION: automation-oriented labor logic despite the presence of reskilling language. The statement links large-scale AI agent adoption to major productivity gains and organizational restructuring, implying that AI will significantly reshape workforce composition and workflows. While employees are being “skilled” for the transition, the dominant framing centers on efficiency and restructuring rather than AI simply assisting workers in existing roles","agents
digital
labor
workforce
organization
employees","redeploy
reskill
adoption
productivity
collaboration
literacy
adaptability
autonomy
relationship-building",,,JK
Salesforce,120,Computer Software,"""“CHROs anticipate teams such as customer service, operations, and finance will decrease in size and see some redeployment with the augmentation and efficiencies of agents.”",HR Leaders to Redeploy a Quarter of Their Workforce as Agentic AI Adoption Expected to Grow 327% by 2027,https://www.salesforce.com/news/stories/agentic-ai-impact-on-workforce-research/,"May 6, 2025",Company blog / newsroom article,2,Yes,Yes,Automating tasks,High,Yes,"Very strong automation-oriented labor logic, uses augmentation language (“augmentation and efficiencies of agents”), it explicitly states that several workforce teams are expected to decrease in size and undergo redeployment",,,,,JK
Salesforce,120,Computer Software,"Salesforce CEO Marc Benioff said AI agents in the customer support division were replacing humans, helping the company work through more sales leads.
""It's been eight of the most exciting months of my career,"" Benioff said.
""I was able to rebalance my head count on my support,"" he said. ""I've reduced it from 9,000 heads to about 5,000 because I need less heads.""","Marc Benioff says Salesforce has cut 4,000 roles in support because of AI agents",https://www.businessinsider.com/marc-benioff-says-salesforce-cut-4000-roles-because-of-agents-2025-9#my-insider/shortcuts,"Aug 31, 2025",Executive interview / editorial coverage,1,Yes,Yes,Automating tasks,High,Yes,"CEO explicitly states that AI agents are replacing human labor in customer support and directly links AI adoption to a major reduction in support headcount, framed as “rebalancing” rather than layoffs, the dominant logic is clear labor-demand reduction through AI-driven workflow automation. One of the clearest examples ","company
support
customers
employees
productivity","headcount
replacing
redeployed
efficiencies
backfill
leads
omnichannel
collaboration
supervisor",,,JK
Home Depot,23,Specialty Retail,"""The first step to customer service is being in stock with the right product that's easy to locate. Equipping our associates with innovative technology is one key factor in delivering on that initiative. Sidekick is the perfect addition to hdPhones because it utilizes a data-driven approach to help our associates prioritize which tasks will benefit our customers the most."" -- Muzammil Akram, VP of Store Technology",The Home Depot Launches New In-Store Application to Help Associates Provide Better Customer Experience,https://corporate.homedepot.com/news/company/home-depot-launches-new-store-application-help-associates-provide-better-customer,"January 12, 2023",Press release / executive quoted remarks,1,Yes,Yes,Augmentation/internal workflow use,Medium,Yes,"This is the primary company source on Home Depot's flagship internal AI tool for store associates. It directly describes how ML and computer vision are embedded into daily frontline workflows to improve productivity and task prioritization across 2,300+ stores","- rolling, launched, dedicated, improving","- restock, out-of-stock, tasking, prioritize",,,LC
Home Depot,23,Specialty Retail,"""We are introducing new tools using generative AI that leverages our internal data and deep knowledge base to provide store associates quick access to operational and product knowledge via their HD phone."" -- Ann-Marie Campbell, Senior EVP of U.S. Stores & International Operations
",Home Depot Q1 FY2025 Earnings Call ,https://ir.homedepot.com/~/media/Files/H/HomeDepot-IR/reports-and-presentations/quarterly-earnings/2025/hd-1q25-transcript.pdf,"May 20, 2025",Earnings call / investor communication,1,Yes,Yes,General corporate strategy,Medium,Yes,This is the most recent official investor-facing statement on AI-powered associate tools and upskilling programs. It directly ties generative AI deployment and certification training to store productivity and sales performance. ,"- continued, quarter, focused, delivering","- retention, certification, conversion, knowledge",,,LC
Home Depot,23,Specialty Retail,"""Sidekick handles both the prioritization and the acknowledgement, and also gives employees the speed so that they get the product faster and can get back to helping our customers.""","""Exclusive Q&A: Home Depot Equips Employees for Holidays with App",https://chainstoreage.com/exclusive-qa-home-depot-equips-employees-holidays-app,December 2024,Journalism,1,Yes,Yes,Automating tasks,High,Yes,This interview with a senior director directly explains the business rationale for building AI tools in-house rather than using off-the-shelf solutions — revealing Home Depot's approach to tailoring AI to associate workflows and the decision to keep AI development internal.,"- iterate, evaluate, incorporate, tapping","- inventory, visibility, stock, seamless",,,LC
Home Depot,23,Specialty Retail,"""Home Depot has unique constraints in the stores with the overhead and the amount of product that we have in the overhead. We felt like there were enough unique problems to solve that it was more likely that we could build a solution that is custom-made for our associates in their environment and for our customers.""","""Exclusive Q&A: Home Depot Equips Employees for Holidays with App",https://chainstoreage.com/exclusive-qa-home-depot-equips-employees-holidays-app,December 2024,Journalism,1,Yes,Yes,Automating tasks,High,Yes,This is the most recent official investor-facing statement on AI-powered associate tools and upskilling programs. It directly ties generative AI deployment and certification training to store productivity and sales performance (same as above),"- proprietary, custom, combined, showcases","- pack-out, freight, overhead, demand",,,LC
Home Depot,23,Specialty Retail,"""Our associates don't attend formal training on using Sidekick, and the application is designed to be easy to use for even first-day associates. Feedback on Sidekick has been overwhelmingly positive so far, and we've seen a significant change in our associates' ability to spend time with our customers. Associates have reported being happier with more time to support customers, instead of counting inventory and locating shelves in need of products."" -  Hari Ramamurthy, Technology Fellow, The Home Depot",Home Depot's Tech Fellow Shares Computer Vision Strategy,https://www.retailcustomerexperience.com/articles/home-depots-tech-fellow-shares-computer-vision-strategy/,December 2023,Trade coverage / executive interview,1,Yes,Yes,Automating tasks,High,Yes,"This interview directly addresses associate experience, frictionless adoption design (no formal training required), and the impact on employee happiness and time allocation — making it one of the clearest sources on AI's effect on the frontline worker experience.","- adding, field, traditional, rigid","-  friction, route, resolution, trust",,,LC
Home Depot,23,Specialty Retail,"""""To extend our industry-leading position, we must position the company to move faster and stay even more closely connected to our customers and frontline associates,"" Decker wrote in the memo."" -- CNBC","""Home Depot Lays Off 800 Workers, Says Corporate Employees Will Return to Office 5 Days a Week""",https://www.cnbc.com/2026/01/28/home-depot-layoffs-return-to-office.html,"January 28, 2026",Journalism,2,No,Yes,General corporate strategy,High,Yes,"This is the primary national news record of Home Depot's January 2026 workforce reduction, with direct quotes from CEO Ted Decker's internal employee memo. The cuts were concentrated in the technology organization -- the same function leading AI development -- making this the most important single source for understanding the intersection of AI investment and headcount reduction.","- deploys, pioneering, introducing, implementing","- onboarding, conversational, knowledgeable, expertise",,,LC
Home Depot,23,Specialty Retail,The Home Depot is launching an AI voice agent phone system for in-store customer service. Early results of Home Depot's 50-store pilot found that the AI voice agents can understand why a customer is calling within 10 seconds and reach a solution four times faster than traditional phone menus.,Home Depot Adds AI Phone Agents to Field Store Calls,https://www.retaildive.com/news/home-depot-ai-phone-agents-customer-service/818281/,"April 23, 2026",Journalism,2,Yes,Yes,Automating tasks,High,Yes,"This is the most recent and direct evidence of AI automating a previously human-handled function (inbound phone routing and resolution). It captures both the automation impact and the company's careful public framing that AI ""frees up"" rather than replaces workers, providing an important example of how Home Depot communicates the employment implications of task automation.","- anchoring, scaling, paved, surged","-  gamified, accuracy, agentic, governance",,,LC
Lowe's,52,Specialty Retail,"""Mylow Companion is another example of Lowe's living out its commitment to elevate the customer and associate experience. Whether associates have been on the job for five weeks or five years, they can be confident they're delivering expert-level advice and assistance, and customers can trust they're getting the best service and experience of any retailer."" — Seemantini Godbole, CDIO",Lowe's Deploys First At-Scale AI Assistant for Retail Associates,https://corporate.lowes.com/newsroom/press-releases/lowes-deploys-first-scale-ai-assistant-retail-associates-05-05-25,"May 5, 2025",Press release / executive quoted remarks,1,Yes,Yes,Automating tasks,Medium,Yes,"This is the primary company source documenting the full-chain rollout of AI directly into frontline associate workflows across all 1,700+ stores. It explicitly frames the tool as accelerating onboarding and upskilling regardless of tenure — the clearest direct evidence of AI augmenting employee work processes at scale.","- solely, supplanted, engaging, outgoing","- workload, replace, merchant, spreadsheets",,,LC
Lowe's,52,Specialty Retail,"""We broke it down to three areas, how we shop, sell, work,"" Nair said. ""If it can help with product knowledge and product availability, it can help all the 250,000 associates.""","Lowe's SVP of AI and the Inside Story of the Retailer's AI Transformation""",https://theaiinnovator.com/lowes-svp-of-ai-the-inside-story-of-the-retailers-ai-transformation/,"January 26, 2026",Executive Interview / Trade Publication,1,Yes,No,General corporate strategy,Medium,No,"How Lowe's designed, measured, and drove adoption of AI across its associate workforce — including the gamification and incentive strategies used to build AI fluency at scale, and the 200 bps NPS lift directly attributable to associate AI tool use.","- horizon, mainstream, paved, renewed","- transformer, chatbot, voice-activation, indicator",,,LC
Lowe's,52,Specialty Retail,"""Rather than thinking about it solely as a job replacement tool, how do you think about reducing someone's workload by 50%? Can we now free a merchant up who's spending 50% of their time building spreadsheets, responding to emails, communicating with suppliers? If AI can take that task away, can you now take 50% of that merchant's time, and they can focus on sales-driving initiatives? That's what we're trying to understand."" Marvin Ellison, CEO","""Lowe's CEO Says AI Isn't Just About Replacing Jobs""",https://www.aol.com/articles/lowes-ceo-says-ai-isnt-105301860.html,2025,Executive Interview / Trade Publication,1,Yes,Yes,General corporate strategy,Low,Yes,"This is Lowe's CEO's most direct and quotable statement on AI's role in augmenting versus replacing internal employee work, specifically describing how AI is intended to free corporate employees (merchants) from routine tasks to focus on higher-value work. Essential for any framing of AI's impact on internal roles.","- bullish, prominent, likewise, broader","- free, labor, displacement, revenue",,,LC
Nike,99,Apparel / Retail,“Nike is laying off 775 employees… as the sportswear giant looks to boost profits and accelerate its use of automation.” The cuts “will primarily impact distribution center roles in Tennessee and Mississippi.”,"Nike slashes 775 jobs in US to speed up automation, boost profit",https://www.reuters.com/business/retail-consumer/nike-cut-775-jobs-us-distribution-centers-cnbc-reports-2026-01-26/,01/26/2026,Editorial / case-study coverage,2,No,Yes,Automating tasks,High,Yes,Very strong automation example. The labor-demand logic is clear because layoffs are directly paired with automation and profit/efficiency goals.,Nike; Reuters; employees; Tennessee,layoffs; automation; boost profits; distribution center,,,RB
Nike,99,Apparel / Retail,"“Nike is cutting roughly 1,400 roles in its global operations team, the majority focused in technology.” Nike said it is “using more advanced automation where it helps us work better.”","Nike cuts 1,400 roles as it reshapes technology team",https://www.ciodive.com/news/nike-cuts-1400-roles-reshapes-technology-team/818477/,04/24/2026,Editorial / case-study coverage,2,No,Yes,Automating tasks,Medium,Yes,"Strong automation row because the quote links role cuts, tech restructuring, and advanced automation. Even though the wording says “work better,” the labor logic points to automation.",Nike; CIO Dive; roles; technology,role cuts; advanced automation; reshapes; work better,,,RB
Nike,99,Apparel / Retail,“You’ll revolutionize how Nike approaches footwear design by creating and implementing AI-augmented workflows that seamlessly integrate into our creative process.” The role also asks the hire to identify “high-value opportunities for AI augmentation that enhance rather than replace human creativity.”,Generative AI Design Expert,https://careers.nike.com/generative-ai-design-expert/job/R-71324,05/13/2026,HR/careers page,1,Yes,No,Augmentation/internal workflow use,High,Yes,"Best augmentation example. Nike explicitly says AI should “enhance rather than replace human creativity,” so the labor logic is human-led augmentation.",Nike; careers; footwear; design,AI-augmented workflows; creative process; enhance; human creativity,,,RB
Nike,99,Apparel / Retail,"Nike’s A.I.R. project is described as a “co-creation process” using feedback loops and athlete preferences, while “Nike designers used their own expertise to interpret AI-envisioned concepts.”",Ecommerce Trends: How Nike is using AI,https://www.digitalcommerce360.com/2025/10/09/how-nike-is-using-ai/,10/09/2025,Editorial / case-study coverage,1,Yes,No,Augmentation/internal workflow use,Medium,Yes,"Useful augmentation row because AI is part of the design process, but humans still interpret and shape the final product. Less strong than the careers page because it is more product/design-oriented.",Nike; Digital Commerce 360; project; designers,co-creation; feedback loops; athlete preferences; AI-envisioned concepts,,,RB
Oracle,71,Technology / Enterprise Software,“Oracle is planning thousands of job cuts as it faces a cash crunch from a massive AI data center expansion effort.” The report also says some cuts will target “job categories that the company expects will shrink due to AI.”,"Oracle plans thousands of job cuts as data center costs rise, Bloomberg News reports",https://www.reuters.com/business/oracle-plans-thousands-job-cuts-data-center-costs-rise-bloomberg-news-reports-2026-03-05/,03/05/2026,Editorial / case-study coverage,2,No,Yes,Automating tasks,High,Yes,"Very strong automation row. The labor-demand logic is explicit because the source connects AI investment to job cuts, hiring slowdown, and job categories shrinking because of AI.",Oracle; Reuters; Bloomberg; data center,job cuts; shrink due to AI; cash crunch; hiring slowdown,,,RB
Oracle,71,Technology / Enterprise Software,"Oracle is “laying off thousands of employees,” and the cuts are part of a “reduction in force and other terminations.” Reuters also notes the layoffs come as Oracle increases spending on AI infrastructure.","Oracle begins layoffs affecting thousands, CNBC reports",https://www.reuters.com/business/world-at-work/oracle-begins-cutting-thousands-jobs-cnbc-reports-2026-03-31/,03/31/2026,Editorial / case-study coverage,2,No,Yes,Automating tasks,High,Yes,"Strong automation evidence because it documents actual layoffs, WARN filings, and restructuring costs while situating them within Oracle’s AI infrastructure push.",Oracle; Reuters; CNBC; employees,layoffs; reduction in force; AI infrastructure; restructuring,,,RB
Oracle,71,Technology / Enterprise Software,"Oracle is revamping Fusion so humans can ask for business outcomes, while “AI agents… carry out tasks on behalf of human users.” Steve Miranda says: “the typing of the invoices, the typing of the purchase order, that is what is going to be replaced in whole in AI.”",Oracle reworks its suite of cloud software as “agentic apps”,https://www.reuters.com/business/oracle-reworks-its-finance-procurement-apps-ai-agents-2026-03-24/,03/24/2026,Executive interview / quoted remarks,2,No,Yes,Automating tasks,High,Yes,"This is one of the clearest automation rows. It directly says certain execution tasks, like invoice and purchase order entry, will be replaced by AI while humans focus on judgment.",Oracle; Fusion; Steve Miranda; business outcomes,AI agents; carry out tasks; invoices; replaced,,,RB
Oracle,71,Technology / Enterprise Software,Oracle released AI agents “to help salespeople with a range of tasks around dealing with customers.” The article says the agents can update company records and produce customer intelligence reports for sales teams.,Oracle rolls out AI agents for sales professionals,https://www.reuters.com/technology/artificial-intelligence/oracle-rolls-out-ai-agents-sales-professionals-2025-01-21/,01/21/2025,Executive interview / quoted remarks,1,Yes,No,Augmentation/internal workflow use,High,Yes,"Good augmentation row because the dominant framing is AI helping salespeople work with customer data. No layoffs, hiring reduction, or labor-demand decrease is stated here.",Oracle; Reuters; salespeople; customers,help salespeople; update records; customer intelligence; reports,,,RB
Oracle,71,Technology / Enterprise Software,"Oracle says its new HR AI agents are designed to “enhance the employee experience,” “boost efficiency,” and automate end-to-end HR processes. Chris Leone says the agents help employees and managers “focus on what truly matters.”",Oracle AI Agents Help HR Leaders Boost Workforce Productivity and Enhance Performance Management,https://www.oracle.com/news/announcement/oracle-ai-agents-help-hr-leaders-boost-workforce-productivity-and-enhance-performance-management-2025-09-16/,09/16/2025,Press release,1,Yes,No,Augmentation/internal workflow use,Medium,Yes,"I would code this as augmentation because the PR framing centers employee experience, productivity, and support. However, note the automation language because it automates HR workflows.",Oracle; HR; Chris Leone; employees,enhance employee experience; boost efficiency; automate HR processes; focus,,,RB
Oracle,71,Technology / Enterprise Software,"Oracle says new AI agents help organizations “drive faster execution, make smarter decisions, and lower costs.” One Payables Agent can ingest invoices, extract and normalize data, match to POs, create accounting, apply checks, and route payment.",Oracle Advances Enterprise AI with New Agents Across Fusion Applications,https://www.oracle.com/news/announcement/ai-world-oracle-advances-enterprise-ai-with-new-agents-across-fusion-applications-2025-10-15/,10/15/2025,Press release,2,No,Yes,Automating tasks,Medium,Yes,"Strong automation logic because Oracle describes AI performing multi-step finance tasks and lowering costs. Even though it is a press release, the labor logic is task replacement.",Oracle; Fusion Applications; Payables Agent; organizations,lower costs; ingest invoices; extract data; route payment,,,RB
Oracle,71,Technology / Enterprise Software,"Oracle says supply chain AI agents enable planners, managers, and logistics teams “to automate supply chain processes, optimize planning and fulfillment, and make faster, data-driven decisions.”",Oracle AI Agents Help Supply Chain Leaders Boost Operational Efficiency,https://www.oracle.com/news/announcement/ai-world-oracle-ai-agents-help-supply-chain-leaders-boost-operational-efficiency-2025-10-15/,10/15/2025,Press release,2,No,Yes,Automating tasks,Medium,Yes,"Automation row because the source directly says AI agents automate supply chain processes and time-consuming tasks. The source is official PR, so credible commitment is medium rather than high.",Oracle; supply chain; planners; logistics teams,automate supply chain; optimize planning; data-driven decisions; operational efficiency,,,RB
Oracle,71,Technology / Enterprise Software,Oracle says its AI for Fusion Applications helps users make better decisions faster and “empowering your workforce to work more effectively.”,Oracle AI for Fusion Applications,https://www.oracle.com/applications/fusion-ai/,05/14/2026,Company blog / product page,1,Yes,No,Augmentation/internal workflow use,Low,Yes,"This is a softer augmentation row. It is useful for showing Oracle’s PR-friendly support language, but it is less credible than Reuters because it is product marketing.",Oracle; Fusion AI; applications; users,empowering workforce; better decisions; work effectively; productivity,,,RB
PayPal ,134,Fintech ,"At HP, where Lores previously held the top job, he built a reputation for cutting complexity and steering the business toward AI and subscription-based models, according to The Wall Street Journal. During the first quarter, PayPal bought back about 34 million shares at a total cost of $1.5 billion and declared a quarterly cash dividend of $0.14 per share, payable June 25, 2026.",PayPal layoffs: New CEO cuts 20% of workforce in Q1 2026,"https://www.bloomberg.com/news/articles/2026-05-05/paypal-plans-job-cuts-as-fintech-s-new-ceo-pursues-turnaround-strateg

https://finance.yahoo.com/markets/stocks/articles/paypal-layoffs-ceo-cuts-20-154944985.html?guccounter=1&guce_referrer=aHR0cHM6Ly93d3cucGVycGxleGl0eS5haS8&guce_referrer_sig=AQAAAIUo_rDidg4OEG_pjvg3cof5_ovesHvuRk13sIshl15b3ogc8KLHcAUnVbOtVWG7midYCZdctIvWfNzJQakZf4ulnkEAZ5zbRMkHIUoFHqF1WXDjMmSgGSYTFZduQORtVfXTTxbQx-8HzIYH2y9J8JmeKx-ukWKIBRI6HmfzBEyz
","May 6, 2026",Editorial / case-study coverage,2,Yes,Yes,Automating tasks,High,Yes,"Cutting down job force. Enrique Lores took over and has geared company towards AI automation. He has a reputation for doing this, did the same to HP. ",,,,,
